id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Arrondissement,dist_metro
2018-923357,2018-04-19,1.0,69384,160.0,227.0,4.0,sols,841900.0,45.780783,4.835635,0,1,69,1,0,2018,2,2018_Q2,POINT (4.835635 45.780783),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,3708.8105726872245,4,3682.121417314344,885.5427569078008,303,18,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,69384,0.007267140066050862
2018-925057,2018-07-11,1.0,69384,0.0,74.0,3.0,0,400000.0,45.779477,4.837158,1,1,69,1,1,2018,3,2018_Q3,POINT (4.837158 45.779477),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,5405.405405405405,7,4464.19611131442,1049.8343416310945,303,23,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,69384,0.00716101006315797
2019-996571,2019-04-19,1.0,69384,112.0,90.0,5.0,sols,519000.0,45.781356,4.838737,0,1,69,1,0,2019,2,2019_Q2,POINT (4.838737 45.781356),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,5766.666666666667,4,4495.978700906771,1327.8308440985052,303,11,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,69384,0.009606793845105892
2019-997480,2019-05-27,1.0,69384,373.0,120.0,3.0,sols,385000.0,45.781571,4.835772,0,1,69,1,0,2019,2,2019_Q2,POINT (4.835772 45.781571),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,3208.3333333333335,5,4495.978700906771,1327.8308440985052,303,11,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,69384,0.008024396340675793
2017-487758,2017-11-21,1.0,69384,409.0,69.0,3.0,sols,463000.0,45.778026,4.817417,0,1,69,1,0,2017,4,2017_Q4,POINT (4.817417 45.778026),28442,['M̩tropole de Lyon'],693840402,Flammarion Bon,flammarion bony,6710.144927536232,11,4443.1975911561285,2363.6241334980455,80,4,1060.0,978.0,27.0,55.0,19.0,1034.0,289.0,679.0,22460,69384,0.009810886372268181
2017-487248,2017-11-03,1.0,69385,470.0,74.0,4.0,sols,310000.0,45.751463,4.804995,0,2,69,1,0,2017,4,2017_Q4,POINT (4.804995 45.751463),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,4189.189189189189,11,3226.8575135619067,984.1658310532148,184,7,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,69385,0.012467768596364923
2018-923840,2018-04-26,1.0,69385,70.0,93.0,5.0,sols,300000.0,45.75531,4.802994,0,1,69,1,0,2018,2,2018_Q2,POINT (4.802994 45.75531),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,3225.8064516129034,4,3134.1915220061533,819.3950339639894,184,10,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,69385,0.013272039551084068
2018-926459,2018-09-05,1.0,69385,333.0,126.0,5.0,sols,365000.0,45.750718,4.805823,0,1,69,1,0,2018,3,2018_Q3,POINT (4.805823 45.750718),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,2896.8253968253966,9,2819.296016708284,979.64802854796,184,14,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,69385,0.012101569471900622
2019-1000303,2019-10-11,1.0,69385,75.0,148.0,5.0,sols,500000.0,45.755248,4.802975,0,1,69,1,0,2019,4,2019_Q4,POINT (4.802975 45.755248),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,3378.3783783783783,10,3693.646671132856,1404.32299129236,184,12,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,69385,0.013299841470611048
2019-1000259,2019-10-07,1.0,69385,225.0,110.0,3.0,sols,491300.0,45.760048,4.813207,0,1,69,1,0,2019,4,2019_Q4,POINT (4.813207 45.760048),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,4466.363636363636,10,4332.040640505422,1784.992913974409,140,10,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.0040749491252983034
2019-995568,2019-02-28,1.0,69385,473.0,160.0,6.0,sols,820010.0,45.758518,4.808969,1,1,69,1,1,2019,1,2019_Q1,POINT (4.808969 45.758518),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5125.0625,2,3924.615991953778,1446.5545744286426,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.007279362370185789
2019-999263,2019-08-30,1.0,69385,126.0,210.0,6.0,sols,1029850.0,45.757054,4.814594,0,1,69,1,0,2019,3,2019_Q3,POINT (4.814594 45.757054),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,4904.047619047619,8,4426.8441274460865,1350.0146913346396,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.0015433127932909727
2020-952244,2020-05-19,1.0,69385,51.0,49.0,2.0,sols,170000.0,45.755765,4.812579,0,1,69,1,0,2020,2,2020_Q2,POINT (4.812579 45.755765),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,3469.387755102041,5,4127.832840395836,1953.4676360270294,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.003792798418673168
2020-953123,2020-06-05,1.0,69385,113.0,100.0,3.0,sols,590000.0,45.756715,4.815803,0,1,69,1,0,2020,2,2020_Q2,POINT (4.815803 45.756715),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5900.0,6,4127.832840395836,1953.4676360270294,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.0004624563682694587
2021-1058427,2021-06-14,1.0,69385,0.0,50.0,3.0,0,450000.0,45.756134,4.814241,2,1,69,1,0,2021,2,2021_Q2,POINT (4.814241 45.756134),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,9000.0,6,7133.742638142515,4506.3938965748775,140,8,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.0021104565181927853
2021-1061637,2021-11-04,1.0,69385,240.0,210.0,8.0,sols,1210000.0,45.755363,4.814485,0,1,69,1,0,2021,4,2021_Q4,POINT (4.814485 45.755363),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5761.9047619047615,11,5191.8713662603395,843.4278678218344,140,5,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.0023478588430909616
2022-324525,2022-05-24,1.0,69385,290.0,120.0,5.0,sols,650000.0,45.756337,4.811492,0,1,69,1,0,2022,2,2022_Q2,POINT (4.811492 45.756337),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5416.666666666667,5,5775.976687444379,2739.8844886855727,140,10,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,69385,0.004718721482286352
2019-994948,2019-01-28,1.0,69384,0.0,119.0,5.0,0,704500.0,45.778117,4.836518,1,1,69,1,1,2019,1,2019_Q1,POINT (4.836518 45.778117),35833,['M̩tropole de Lyon'],693840103,Commandant Arnaud-Dumont d'Urvill,commandant arnaud-dumont d'urville,5920.16806722689,1,4350.15179727947,1736.4245000166038,136,8,1752.0,1604.0,26.0,121.0,14.0,1725.0,696.0,877.0,27100,69384,0.005775932423347583
2021-1060798,2021-09-10,1.0,69381,602.0,258.0,8.0,sols,1750000.0,45.77097,4.82082,0,1,69,1,0,2021,3,2021_Q3,POINT (4.82082 45.77097),26530,['M̩tropole de Lyon'],693810401,Normale-Chartreu,normale-chartreux,6782.945736434109,9,6374.419469344887,1374.4400171281131,187,11,1830.0,1646.0,63.0,121.0,36.0,1761.0,678.0,918.0,26250,69381,0.011717448364328873
2017-484973,2017-07-05,1.0,69385,617.0,103.0,4.0,sols,450000.0,45.747124,4.785299,0,1,69,1,0,2017,3,2017_Q3,POINT (4.785299 45.747124),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4368.9320388349515,7,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03240746960178219
2017-485140,2017-07-18,1.0,69385,348.0,162.0,5.0,sols,558100.0,45.747412,4.78015,0,1,69,1,0,2017,3,2017_Q3,POINT (4.78015 45.747412),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3445.061728395062,7,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03726916083141015
2017-485526,2017-07-28,1.0,69385,568.0,132.0,5.0,sols,564400.0,45.749796,4.77874,0,1,69,1,0,2017,3,2017_Q3,POINT (4.77874 45.749796),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4275.757575757576,7,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.038111441313488065
2017-485768,2017-08-16,1.0,69385,387.0,166.0,6.0,sols,700300.0,45.748507,4.782241,0,1,69,1,0,2017,3,2017_Q3,POINT (4.782241 45.748507),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4218.674698795181,8,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03497063473992775
2017-486662,2017-09-15,1.0,69385,732.0,113.0,4.0,sols,479000.0,45.747464,4.780823,0,1,69,1,0,2017,3,2017_Q3,POINT (4.780823 45.747464),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4238.938053097345,9,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.036605658038892784
2017-487218,2017-10-31,1.0,69385,638.0,174.0,4.0,sols,651400.0,45.750322,4.782351,0,1,69,1,0,2017,4,2017_Q4,POINT (4.782351 45.750322),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3743.67816091954,10,4171.779783899571,3398.3842243174154,125,4,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03446653525633397
2018-922749,2018-03-15,1.0,69385,873.0,141.0,5.0,sols,611100.0,45.747364,4.783025,0,1,69,1,0,2018,1,2018_Q1,POINT (4.783025 45.747364),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4334.04255319149,3,3231.8569203043053,1935.3138285887437,125,5,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03451234093481039
2018-923351,2018-04-11,1.0,69385,806.0,143.0,6.0,sols,451250.0,45.747455,4.783117,0,1,69,1,0,2018,2,2018_Q2,POINT (4.783117 45.747455),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3155.5944055944055,4,3093.254381982127,1506.554650493407,125,10,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.034398638576226805
2018-924605,2018-06-22,1.0,69385,493.0,177.0,6.0,sols,590000.0,45.751318,4.78464,0,1,69,1,0,2018,2,2018_Q2,POINT (4.78464 45.751318),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3333.3333333333335,6,3093.254381982127,1506.554650493407,125,10,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03203229842243114
2018-924917,2018-07-17,1.0,69385,1002.0,141.0,5.0,sols,634000.0,45.74954,4.778295,0,1,69,1,0,2018,3,2018_Q3,POINT (4.778295 45.74954),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4496.45390070922,7,3442.8527819395867,1146.7499676334226,125,9,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03859719246022137
2018-926228,2018-07-31,1.0,69385,767.0,200.0,4.0,sols,779000.0,45.747885,4.785419,0,1,69,1,0,2018,3,2018_Q3,POINT (4.785419 45.747885),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3895.0,7,3442.8527819395867,1146.7499676334226,125,9,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03206854719597034
2018-928341,2018-12-13,1.0,69385,495.0,102.0,7.0,sols,450000.0,45.745375,4.784761,0,1,69,1,0,2018,4,2018_Q4,POINT (4.784761 45.745375),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4411.764705882353,12,3268.2946953264623,1809.4839328751063,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.033486793957499573
2019-998581,2019-07-30,1.0,69385,267.0,120.0,6.0,sols,510000.0,45.747839,4.781535,0,1,69,1,0,2019,3,2019_Q3,POINT (4.781535 45.747839),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4250.0,7,3607.928504153041,989.1300363287435,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.035820963270450104
2019-999284,2019-08-30,1.0,69385,889.0,141.0,5.0,sols,635000.0,45.749409,4.779018,0,1,69,1,0,2019,3,2019_Q3,POINT (4.779018 45.749409),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4503.54609929078,8,3607.928504153041,989.1300363287435,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03791412778348263
2019-999847,2019-09-24,1.0,69385,237.0,152.0,6.0,sols,560000.0,45.747361,4.779989,0,1,69,1,0,2019,3,2019_Q3,POINT (4.779989 45.747361),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3684.2105263157896,9,3607.928504153041,989.1300363287435,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03743786406336016
2019-1001377,2019-11-22,1.0,69385,253.0,72.0,4.0,sols,385000.0,45.746348,4.785959,0,1,69,1,0,2019,4,2019_Q4,POINT (4.785959 45.746348),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,5347.222222222223,11,4079.113664215065,1570.4587089068498,125,6,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03202929260024547
2019-1001567,2019-12-20,1.0,69385,0.0,145.0,6.0,0,575500.0,45.74678,4.787304,1,1,69,1,0,2019,4,2019_Q4,POINT (4.787304 45.74678),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3968.9655172413795,12,4079.113664215065,1570.4587089068498,125,6,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.030617214199790552
2019-994701,2019-01-09,1.0,69385,0.0,109.0,5.0,0,470000.0,45.74678,4.787304,1,1,69,1,0,2019,1,2019_Q1,POINT (4.787304 45.74678),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4311.926605504587,1,3481.457315009361,1547.3935158486058,125,6,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.030617214199790552
2019-995212,2019-01-29,1.0,69385,335.0,114.0,5.0,sols,547000.0,45.74551,4.783167,0,1,69,1,0,2019,1,2019_Q1,POINT (4.783167 45.74551),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4798.245614035088,1,3481.457315009361,1547.3935158486058,125,6,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03494131529126791
2019-995250,2019-02-11,1.0,69385,714.0,180.0,9.0,sols,651100.0,45.749016,4.784044,0,1,69,1,0,2019,1,2019_Q1,POINT (4.784044 45.749016),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3617.222222222222,2,3481.457315009361,1547.3935158486058,125,6,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03309803736504527
2019-997894,2019-06-28,1.0,69385,459.0,208.0,7.0,sols,959000.0,45.747694,4.776826,0,1,69,1,0,2019,2,2019_Q2,POINT (4.776826 45.747694),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4610.576923076923,6,3979.404526929473,1577.7885326654273,125,3,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.04042432651275122
2019-997929,2019-06-14,1.0,69385,226.0,120.0,5.0,sols,568000.0,45.746399,4.78444,0,1,69,1,0,2019,2,2019_Q2,POINT (4.78444 45.746399),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4733.333333333333,6,3979.404526929473,1577.7885326654273,125,3,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.033449361259966566
2020-951540,2020-02-28,1.0,69385,0.0,145.0,6.0,0,582500.0,45.74678,4.787304,1,1,69,1,0,2020,1,2020_Q1,POINT (4.787304 45.74678),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4017.2413793103447,2,4850.0347983875945,1783.3525713055901,125,6,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.030617214199790552
2020-952208,2020-04-30,1.0,69385,438.0,220.0,8.0,sols,650000.0,45.74906,4.782376,0,1,69,1,0,2020,2,2020_Q2,POINT (4.782376 45.74906),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,2954.5454545454545,4,4084.249718455172,1208.9800682284724,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03470895866828652
2020-952240,2020-05-14,1.0,69385,519.0,202.0,6.0,solssols,881900.0,45.749156,4.776997,0,1,69,1,1,2020,2,2020_Q2,POINT (4.776997 45.749156),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4365.841584158416,5,4084.249718455172,1208.9800682284724,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03994514962496447
2020-952575,2020-05-25,1.0,69385,0.0,109.0,5.0,0,398000.0,45.74678,4.787304,1,1,69,1,0,2020,2,2020_Q2,POINT (4.787304 45.74678),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3651.376146788991,5,4084.249718455172,1208.9800682284724,125,8,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.030617214199790552
2020-953306,2020-07-08,1.0,69385,367.0,65.0,4.0,sols,452000.0,45.747922,4.786312,0,1,69,1,0,2020,3,2020_Q3,POINT (4.786312 45.747922),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,6953.846153846154,7,5769.826439862337,3119.623710424103,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.031202660815811353
2020-954461,2020-09-09,1.0,69385,310.0,153.0,5.0,sols,820500.0,45.749252,4.777106,0,1,69,1,0,2020,3,2020_Q3,POINT (4.777106 45.749252),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,5362.745098039216,9,5769.826439862337,3119.623710424103,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.039819478078960704
2020-954483,2020-09-08,1.0,69385,0.0,97.0,5.0,0,496715.0,45.74678,4.787304,1,1,69,1,0,2020,3,2020_Q3,POINT (4.787304 45.74678),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,5120.773195876289,9,5769.826439862337,3119.623710424103,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.030617214199790552
2020-955398,2020-10-21,1.0,69385,287.0,128.0,5.0,sols,579000.0,45.749637,4.776785,0,1,69,1,0,2020,4,2020_Q4,POINT (4.776785 45.749637),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4523.4375,10,5038.802148462737,1701.237645865079,125,5,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.04006179512681849
2020-955401,2020-10-09,1.0,69385,275.0,130.0,4.0,sols,663000.0,45.74626,4.785498,0,1,69,1,0,2020,4,2020_Q4,POINT (4.785498 45.74626),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,5100.0,10,5038.802148462737,1701.237645865079,125,5,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03249338326707213
2020-956760,2020-12-11,1.0,69385,536.0,71.0,1.0,sols,470000.0,45.745497,4.783691,0,1,69,1,0,2020,4,2020_Q4,POINT (4.783691 45.745497),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,6619.718309859155,12,5038.802148462737,1701.237645865079,125,5,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03445125269289961
2021-1058884,2021-06-15,1.0,69385,348.0,108.0,5.0,sols,570000.0,45.748245,4.781205,0,1,69,1,0,2021,2,2021_Q2,POINT (4.781205 45.748245),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,5277.777777777777,6,4794.995025629003,1673.6204078559665,125,5,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.03603924804260444
2021-1059636,2021-07-29,1.0,69385,412.0,140.0,6.0,sols,653100.0,45.746547,4.784415,0,1,69,1,0,2021,3,2021_Q3,POINT (4.784415 45.746547),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4665.0,7,5552.935053456223,2483.6716453348795,125,11,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.033426474340398055
2021-1059699,2021-07-21,1.0,69385,0.0,97.0,5.0,0,556200.0,45.74678,4.787304,1,1,69,1,0,2021,3,2021_Q3,POINT (4.787304 45.74678),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,5734.020618556701,7,5552.935053456223,2483.6716453348795,125,11,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,69385,0.030617214199790552
