id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2018-1407427,2018-12-18,1.0,75113,278.0,95.0,4.0,sols,850000.0,48.824295,2.375054,0,1,75,1,0,2018,4,2018_Q4,POINT (2.375054 48.824295),4459.0,['M̩tropole du Grand Paris'],751135012,Gare 1,gare 12,8947.368421052632,12,7870.853593302616,1435.3621910600143,115,6,1758.0,1571.0,76.0,112.0,34.0,1715.0,433.0,1074.0,24450,0,1,00851,75113,751191,7511350,H,2267.63895360603,407.583028071698,1537.75468429427,322.301241240062,1766.02623330478,212.599062136608,501.612720301246,0.7787951562996487,0.09375348831370625,75113,0.006682660298200827
2020-1438952,2020-09-03,1.0,75113,98.0,100.0,5.0,sols,1214440.0,48.830824,2.368129,0,1,75,1,0,2020,3,2020_Q3,POINT (2.368129 48.830824),7685.0,['M̩tropole du Grand Paris'],751135024,Gare 2,gare 24,12144.4,9,10722.762563151788,1868.4340763198852,137,6,1633.0,1377.0,110.0,147.0,33.0,1601.0,528.0,817.0,28760,1,1,00851,75113,751071,7511350,H,1796.74024444936,239.915522146282,1354.76422083417,202.060501468907,1509.83172632015,140.337346319534,286.908518129205,0.8403171972044642,0.07810664159890437,75113,0.003711260881920261
2018-1407295,2018-11-30,1.0,75113,50.0,65.0,5.0,sols,560000.0,48.825012,2.353892,0,1,75,1,0,2018,4,2018_Q4,POINT (2.353892 48.825012),9415.0,['M̩tropole du Grand Paris'],751135109,Maison Blanche ,maison blanche 9,8615.384615384615,11,7109.400715943269,3080.747152915333,53,5,1742.0,1496.0,138.0,109.0,192.0,1542.0,473.0,968.0,19840,0,0,00851,75113,751151,7511351,H,1956.49175765132,407.233850649542,1208.34633754596,340.911569455824,1473.64836942963,160.547681758643,482.843388221696,0.7532095975700293,0.08205896147059327,75113,0.0036683434429147913
2021-1599819,2021-06-14,1.0,75113,31.0,115.0,4.0,sols,1180000.0,48.823167,2.35459,0,1,75,1,0,2021,2,2021_Q2,POINT (2.35459 48.823167),9415.0,['M̩tropole du Grand Paris'],751135109,Maison Blanche ,maison blanche 9,10260.869565217392,6,9223.752727324982,2245.095551646206,53,5,1742.0,1496.0,138.0,109.0,192.0,1542.0,473.0,968.0,19840,0,0,00851,75113,751151,7511351,H,1956.49175765132,407.233850649542,1208.34633754596,340.911569455824,1473.64836942963,160.547681758643,482.843388221696,0.7532095975700293,0.08205896147059327,75113,0.0036399636224455673
2021-1609069,2021-10-18,1.0,75113,62.0,75.0,5.0,sols,1114333.0,48.824956,2.353973,0,1,75,1,0,2021,4,2021_Q4,POINT (2.353973 48.824956),9415.0,['M̩tropole du Grand Paris'],751135109,Maison Blanche ,maison blanche 9,14857.773333333333,10,10603.811431741384,6144.045138575068,53,4,1742.0,1496.0,138.0,109.0,192.0,1542.0,473.0,968.0,19840,0,0,00851,75113,751151,7511351,H,1956.49175765132,407.233850649542,1208.34633754596,340.911569455824,1473.64836942963,160.547681758643,482.843388221696,0.7532095975700293,0.08205896147059327,75113,0.0036181737215312576
2021-1617254,2021-04-12,1.0,75113,0.0,66.0,4.0,0,641000.0,48.82854,2.348236,1,1,75,1,0,2021,2,2021_Q2,POINT (2.348236 48.82854),21924.0,['M̩tropole du Grand Paris'],751135121,Maison Blanche 2,maison blanche 21,9712.121212121212,4,11176.874864987742,2574.446350153572,82,6,1170.0,919.0,131.0,120.0,39.0,1115.0,329.0,542.0,31590,0,0,00851,75113,751091,7511351,H,1006.96161032887,277.595698676726,611.511266473175,117.854645178966,776.252436148246,82.8397698670881,230.709174180621,0.7708858293959436,0.08226705866178247,75113,0.0016106240005155025
2021-1606019,2021-09-15,1.0,75113,46.0,90.0,5.0,sols,1100000.0,48.827934,2.34926,0,1,75,1,0,2021,3,2021_Q3,POINT (2.34926 48.827934),21924.0,['M̩tropole du Grand Paris'],751135121,Maison Blanche 2,maison blanche 21,12222.222222222223,9,10938.78611111111,2888.711021360471,82,6,1170.0,919.0,131.0,120.0,39.0,1115.0,329.0,542.0,31590,0,0,00851,75113,751091,7511351,H,1006.96161032887,277.595698676726,611.511266473175,117.854645178966,776.252436148246,82.8397698670881,230.709174180621,0.7708858293959436,0.08226705866178247,75113,0.001687140852161598
2022-535702,2022-06-14,1.0,75113,0.0,73.0,3.0,0,838400.0,48.833653,2.342248,1,1,75,1,0,2022,2,2022_Q2,POINT (2.342248 48.833653),26627.0,['M̩tropole du Grand Paris'],751135206,Croulebarbe ,croulebarbe 6,11484.931506849314,6,10311.441687834516,2318.752196991819,185,16,2186.0,1718.0,248.0,220.0,38.0,2133.0,825.0,752.0,36010,1,1,00851,75113,751021,7511352,H,2131.59291140292,438.739458176924,1343.10761791317,349.745835312833,1682.60318031494,122.702848050671,448.989731087988,0.7893642220866296,0.057563921982604745,75113,0.00284524052468597
2017-740478,2017-11-07,1.0,75113,0.0,160.0,5.0,0,1350000.0,48.827053,2.345693,2,1,75,1,0,2017,4,2017_Q4,POINT (2.345693 48.827053),32229.0,['M̩tropole du Grand Paris'],751135120,Maison Blanche 2,maison blanche 20,8437.5,11,8791.044609630137,2103.7685423406724,29,4,1164.0,1081.0,40.0,43.0,23.0,1130.0,455.0,510.0,30820,0,0,00851,75113,751111,7511351,H,1495.33779264625,462.035647788955,752.796063621399,280.506081235896,959.660308628991,104.676322148731,535.67748401726,0.6417682435021667,0.07000179000591483,75113,0.004535897800109156
2020-1440438,2020-05-25,1.0,75114,113.0,192.0,5.0,sols,2280000.0,48.833394,2.323608,0,1,75,1,0,2020,2,2020_Q2,POINT (2.323608 48.833394),32233.0,['M̩tropole du Grand Paris'],751145621,Plaisance 2,plaisance 21,11875.0,5,12264.885783375872,8101.899310369399,112,7,1544.0,1210.0,166.0,169.0,19.0,1427.0,308.0,822.0,26710,1,2,00851,75114,751291,7511456,H,1580.50672993987,387.125559711325,950.227222234418,243.153947994125,1261.79182082529,159.812432289105,318.714909114582,0.7983463764645244,0.10111468003377944,75114,0.005199232075119065
2020-1441101,2020-10-09,1.0,75114,131.0,100.0,4.0,sols,950000.0,48.83463,2.323258,0,1,75,1,0,2020,4,2020_Q4,POINT (2.323258 48.83463),32233.0,['M̩tropole du Grand Paris'],751145621,Plaisance 2,plaisance 21,9500.0,10,10584.271652648846,4393.678245673068,112,7,1544.0,1210.0,166.0,169.0,19.0,1427.0,308.0,822.0,26710,1,2,00851,75114,751291,7511456,H,1580.50672993987,387.125559711325,950.227222234418,243.153947994125,1261.79182082529,159.812432289105,318.714909114582,0.7983463764645244,0.10111468003377944,75114,0.00391974506453488
2019-1522848,2019-11-08,1.0,75114,0.0,30.0,2.0,0,316000.0,48.83192,2.314669,1,1,75,1,0,2019,4,2019_Q4,POINT (2.314669 48.83192),34707.0,['M̩tropole du Grand Paris'],751145616,Plaisance 1,plaisance 16,10533.333333333334,11,10216.39810179391,1758.154583954138,150,6,1847.0,1522.0,202.0,123.0,24.0,1802.0,449.0,1011.0,26370,0,0,00851,75114,751281,7511456,H,2004.05247797843,460.318036164689,1257.50618032734,286.228261486399,1567.71744468716,201.695160032699,436.335033291267,0.7822736489757898,0.10064365192480247,75114,0.0006219056577364017
2020-1439692,2020-01-20,1.0,75114,101.0,190.0,9.0,sols,1500000.0,48.832702,2.314851,0,1,75,1,0,2020,1,2020_Q1,POINT (2.314851 48.832702),34707.0,['M̩tropole du Grand Paris'],751145616,Plaisance 1,plaisance 16,7894.736842105263,1,8366.313192056215,4375.372814618393,150,14,1847.0,1522.0,202.0,123.0,24.0,1802.0,449.0,1011.0,26370,0,0,00851,75114,751281,7511456,H,2004.05247797843,460.318036164689,1257.50618032734,286.228261486399,1567.71744468716,201.695160032699,436.335033291267,0.7822736489757898,0.10064365192480247,75114,0.0012233586175469
2022-532809,2022-05-10,1.0,75114,84.0,180.0,6.0,sols,2175000.0,48.832597,2.316415,0,1,75,1,0,2022,2,2022_Q2,POINT (2.316415 48.832597),34707.0,['M̩tropole du Grand Paris'],751145616,Plaisance 1,plaisance 16,12083.333333333334,5,11295.376096380392,1385.0739329429557,150,3,1847.0,1522.0,202.0,123.0,24.0,1802.0,449.0,1011.0,26370,0,0,00851,75114,751281,7511456,H,2004.05247797843,460.318036164689,1257.50618032734,286.228261486399,1567.71744468716,201.695160032699,436.335033291267,0.7822736489757898,0.10064365192480247,75114,0.001745867147227714
2020-1441226,2020-10-15,1.0,75114,0.0,200.0,4.0,0,1600000.0,48.82392,2.327858,11,1,75,1,1,2020,4,2020_Q4,POINT (2.327858 48.82392),4463.0,['M̩tropole du Grand Paris'],751145502,Petit Montrouge ,petit montrouge 2,8000.0,10,9876.161359488211,2336.3732238055736,145,9,1600.0,1167.0,163.0,270.0,20.0,1561.0,431.0,701.0,24960,0,0,00851,75114,751341,7511455,H,1683.92560893112,363.815079930633,1093.2203958278,226.890133172686,1336.1992803929,173.453659843869,347.726328538217,0.7935025593209304,0.103005535947618,75114,0.003325120862751867
2021-1612590,2021-12-22,1.0,75114,57.0,119.0,4.0,sols,1185000.0,48.824106,2.328246,0,1,75,1,0,2021,4,2021_Q4,POINT (2.328246 48.824106),4463.0,['M̩tropole du Grand Paris'],751145502,Petit Montrouge ,petit montrouge 2,9957.98319327731,12,10481.61494481452,3018.1641020549814,145,8,1600.0,1167.0,163.0,270.0,20.0,1561.0,431.0,701.0,24960,0,0,00851,75114,751341,7511455,H,1683.92560893112,363.815079930633,1093.2203958278,226.890133172686,1336.1992803929,173.453659843869,347.726328538217,0.7935025593209304,0.103005535947618,75114,0.0037551068884794712
2018-1407636,2018-02-16,1.0,75114,58.0,105.0,4.0,sols,1125000.0,48.827614,2.317154,0,1,75,1,0,2018,1,2018_Q1,POINT (2.317154 48.827614),13486.0,['M̩tropole du Grand Paris'],751145607,Plaisance ,plaisance 7,10714.285714285714,2,9085.403094744364,4181.044779745932,125,8,2016.0,1766.0,113.0,138.0,29.0,1961.0,395.0,1286.0,28970,0,1,00851,75114,751381,7511456,H,2200.44126646494,373.130998146838,1467.50584694241,359.804421375692,1792.613349271,164.627177640587,407.827917193939,0.8146608485264754,0.07481552911660505,75114,0.005170903023372365
2018-1408320,2018-05-31,1.0,75114,78.0,158.0,6.0,sols,1701007.0,48.828862,2.31784,0,1,75,1,0,2018,2,2018_Q2,POINT (2.31784 48.828862),13486.0,['M̩tropole du Grand Paris'],751145607,Plaisance ,plaisance 7,10765.867088607594,5,11251.21009546966,7445.008215883211,125,7,2016.0,1766.0,113.0,138.0,29.0,1961.0,395.0,1286.0,28970,0,1,00851,75114,751381,7511456,H,2200.44126646494,373.130998146838,1467.50584694241,359.804421375692,1792.613349271,164.627177640587,407.827917193939,0.8146608485264754,0.07481552911660505,75114,0.004758817930652384
2020-1440204,2020-04-30,1.0,75114,87.0,150.0,6.0,sols,1480000.0,48.827768,2.317317,0,1,75,1,0,2020,2,2020_Q2,POINT (2.317317 48.827768),13486.0,['M̩tropole du Grand Paris'],751145607,Plaisance ,plaisance 7,9866.666666666666,4,9030.400755056507,3800.188037915485,125,6,2016.0,1766.0,113.0,138.0,29.0,1961.0,395.0,1286.0,28970,0,1,00851,75114,751381,7511456,H,2200.44126646494,373.130998146838,1467.50584694241,359.804421375692,1792.613349271,164.627177640587,407.827917193939,0.8146608485264754,0.07481552911660505,75114,0.005149466660451978
2017-741947,2017-12-15,1.0,75114,0.0,296.0,8.0,0,2453420.0,48.825589,2.323764,1,1,75,1,0,2017,4,2017_Q4,POINT (2.323764 48.825589),13484.0,['M̩tropole du Grand Paris'],751145506,Petit Montrouge ,petit montrouge 6,8288.581081081082,12,8308.666537085319,1105.104753602378,119,9,1423.0,1245.0,76.0,102.0,27.0,1382.0,666.0,501.0,37200,0,0,00851,75114,751361,7511455,H,1568.46469061512,213.182714860568,1093.80956154783,261.472414206726,1287.83059239607,136.047197329066,280.634098219049,0.8210771974031554,0.08673908832191246,75114,0.0031640549451462745
2017-740919,2017-07-25,1.0,75114,159.0,220.0,7.0,sols,2172600.0,48.829857,2.315576,0,1,75,1,0,2017,3,2017_Q3,POINT (2.315576 48.829857),32232.0,['M̩tropole du Grand Paris'],751145608,Plaisance ,plaisance 8,9875.454545454546,7,9005.185397138512,1484.7729650068518,147,10,1535.0,1196.0,154.0,185.0,34.0,1480.0,474.0,657.0,30550,0,1,00851,75114,751381,7511456,H,1432.00946167439,246.397538886557,958.549554554247,227.062368233586,1183.64148388816,118.881268313464,248.367977786225,0.8265598207041011,0.08301709695022616,75114,0.00243049648366826
2019-1521935,2019-07-01,1.0,75114,0.0,26.0,1.0,0,300000.0,48.828856,2.315658,1,1,75,1,0,2019,3,2019_Q3,POINT (2.315658 48.828856),32232.0,['M̩tropole du Grand Paris'],751145608,Plaisance ,plaisance 8,11538.461538461539,7,9831.440545848534,2460.8539728797487,147,7,1535.0,1196.0,154.0,185.0,34.0,1480.0,474.0,657.0,30550,0,1,00851,75114,751381,7511456,H,1432.00946167439,246.397538886557,958.549554554247,227.062368233586,1183.64148388816,118.881268313464,248.367977786225,0.8265598207041011,0.08301709695022616,75114,0.003313374225332062
2017-741274,2017-08-30,1.0,75114,133.0,188.0,5.0,sols,1630000.0,48.826012,2.333239,0,1,75,1,0,2017,3,2017_Q3,POINT (2.333239 48.826012),34705.0,['M̩tropole du Grand Paris'],751145404,Parc de Montsouris ,parc de montsouris 4,8670.212765957447,8,9447.749209680058,2270.7577014202448,142,10,1528.0,1282.0,98.0,148.0,49.0,1460.0,383.0,846.0,28840,1,1,00851,75114,751321,7511454,H,1710.33603866729,345.515238841793,1066.42802294963,298.392776875867,1312.63110821538,140.868772147405,397.704930451911,0.7674697126993796,0.08236321340522725,75114,0.006534792946548262
2019-1521063,2019-01-31,1.0,75114,144.0,90.0,4.0,sols,850000.0,48.825918,2.332978,0,1,75,1,0,2019,1,2019_Q1,POINT (2.332978 48.825918),34705.0,['M̩tropole du Grand Paris'],751145404,Parc de Montsouris ,parc de montsouris 4,9444.444444444445,1,9295.431376011871,1263.9487104903576,142,7,1528.0,1282.0,98.0,148.0,49.0,1460.0,383.0,846.0,28840,1,1,00851,75114,751321,7511454,H,1710.33603866729,345.515238841793,1066.42802294963,298.392776875867,1312.63110821538,140.868772147405,397.704930451911,0.7674697126993796,0.08236321340522725,75114,0.006464396764140441
2020-1440132,2020-03-17,1.0,75114,136.0,200.0,6.0,sols,2160000.0,48.826631,2.334409,0,1,75,1,0,2020,1,2020_Q1,POINT (2.334409 48.826631),34705.0,['M̩tropole du Grand Paris'],751145404,Parc de Montsouris ,parc de montsouris 4,10800.0,3,10157.777605321508,1338.6220754958442,142,7,1528.0,1282.0,98.0,148.0,49.0,1460.0,383.0,846.0,28840,1,1,00851,75114,751321,7511454,H,1710.33603866729,345.515238841793,1066.42802294963,298.392776875867,1312.63110821538,140.868772147405,397.704930451911,0.7674697126993796,0.08236321340522725,75114,0.0068414091643645165
2018-1408969,2018-09-12,1.0,75114,697.0,290.0,8.0,sols,2800000.0,48.825414,2.326688,0,1,75,1,0,2018,3,2018_Q3,POINT (2.326688 48.825414),24867.0,['M̩tropole du Grand Paris'],751145507,Petit Montrouge ,petit montrouge 7,9655.172413793103,9,8972.794790420565,1146.7156648096682,88,5,1285.0,1029.0,92.0,164.0,17.0,1260.0,388.0,577.0,36060,1,0,00851,75114,751351,7511455,H,1314.7494205909,225.217718420374,913.144692308492,176.387009862039,1072.34988651122,77.5838908159256,242.39953407969,0.8156306211028895,0.05901040122235335,75114,0.0029850672070090415
2019-1522018,2019-06-25,1.0,75114,77.0,100.0,5.0,sols,263000.0,48.831095,2.33233,0,1,75,1,0,2019,2,2019_Q2,POINT (2.33233 48.831095),11384.0,['M̩tropole du Grand Paris'],751145515,Petit Montrouge 1,petit montrouge 15,2630.0,6,7118.113634998307,5146.361964117852,124,5,1770.0,1426.0,162.0,182.0,50.0,1697.0,455.0,889.0,32900,0,0,00851,75114,751311,7511455,H,1844.75483910212,451.388956300364,1074.23726117551,319.128621626245,1344.84311788581,104.531366619708,499.911721216304,0.7290091286820382,0.056664096715737876,75114,0.0025347735168295754
2020-1440342,2020-05-11,1.0,75114,0.0,177.0,4.0,0,1900000.0,48.831141,2.334505,2,1,75,1,0,2020,2,2020_Q2,POINT (2.334505 48.831141),11384.0,['M̩tropole du Grand Paris'],751145515,Petit Montrouge 1,petit montrouge 15,10734.463276836159,5,10032.809135457046,2540.952881742942,124,6,1770.0,1426.0,162.0,182.0,50.0,1697.0,455.0,889.0,32900,0,0,00851,75114,751311,7511455,H,1844.75483910212,451.388956300364,1074.23726117551,319.128621626245,1344.84311788581,104.531366619708,499.911721216304,0.7290091286820382,0.056664096715737876,75114,0.0035814873979393585
2021-1599879,2021-06-01,1.0,75114,0.0,131.0,4.0,0,1645950.0,48.825483,2.337732,2,1,75,1,2,2021,2,2021_Q2,POINT (2.337732 48.825483),24866.0,['M̩tropole du Grand Paris'],751145403,Parc de Montsouris ,parc de montsouris 3,12564.503816793893,6,11599.315949973965,1359.325482747778,73,3,2019.0,1712.0,111.0,196.0,3.0,2006.0,712.0,947.0,29020,1,2,00851,75114,751331,7511454,H,2613.43407155598,671.31411441322,1412.3698614928,529.750095649957,1895.18996638116,153.913305678085,718.244105174815,0.7251722884491233,0.058893127381035665,75114,0.007915046793563939
2021-1617667,2021-01-29,1.0,75114,0.0,76.0,2.0,0,1027200.0,48.834045,2.325829,1,1,75,1,0,2021,1,2021_Q1,POINT (2.325829 48.834045),5512.0,['M̩tropole du Grand Paris'],751145622,Plaisance 2,plaisance 22,13515.78947368421,1,12290.701925273623,1314.6108363892895,101,6,1264.0,987.0,135.0,143.0,21.0,1216.0,286.0,619.0,33450,0,0,00851,75114,751291,7511456,H,1188.11486048285,256.430198787622,820.777676147849,110.906985547375,999.732953326052,53.4212526750677,188.381907156794,0.8414447008261141,0.044963037204464644,75114,0.0045135791068986126
2022-535504,2022-06-16,1.0,75114,0.0,80.0,2.0,0,1127000.0,48.834863,2.326291,1,1,75,1,0,2022,2,2022_Q2,POINT (2.326291 48.834863),5512.0,['M̩tropole du Grand Paris'],751145622,Plaisance 2,plaisance 22,14087.5,6,11687.681955031201,3015.1349952521964,101,6,1264.0,987.0,135.0,143.0,21.0,1216.0,286.0,619.0,33450,0,0,00851,75114,751291,7511456,H,1188.11486048285,256.430198787622,820.777676147849,110.906985547375,999.732953326052,53.4212526750677,188.381907156794,0.8414447008261141,0.044963037204464644,75114,0.004731708276532168
2017-740811,2017-07-03,1.0,75114,36.0,103.0,7.0,sols,880000.0,48.833306,2.318545,0,1,75,1,0,2017,3,2017_Q3,POINT (2.318545 48.833306),5511.0,['M̩tropole du Grand Paris'],751145614,Plaisance 1,plaisance 14,8543.68932038835,7,8911.139062493177,2269.396910526727,137,7,1335.0,1138.0,66.0,131.0,43.0,1260.0,407.0,655.0,27840,0,0,00851,75114,751271,7511456,H,1540.5407523022,329.862654157802,1032.72158529287,177.956512851522,1231.35776798867,110.592178473954,309.182984313526,0.79930230092811,0.07178789545728272,75114,0.0010184565851159312
2019-1522963,2019-12-16,1.0,75114,36.0,103.0,7.0,sols,1158000.0,48.833306,2.318545,0,1,75,1,0,2019,4,2019_Q4,POINT (2.318545 48.833306),5511.0,['M̩tropole du Grand Paris'],751145614,Plaisance 1,plaisance 14,11242.718446601943,12,9581.501100035111,3557.858343141249,137,7,1335.0,1138.0,66.0,131.0,43.0,1260.0,407.0,655.0,27840,0,0,00851,75114,751271,7511456,H,1540.5407523022,329.862654157802,1032.72158529287,177.956512851522,1231.35776798867,110.592178473954,309.182984313526,0.79930230092811,0.07178789545728272,75114,0.0010184565851159312
2021-1617754,2021-02-26,1.0,75114,0.0,172.0,6.0,0,1626500.0,48.830871,2.309673,6,2,75,1,0,2021,1,2021_Q1,POINT (2.309673 48.830871),43526.0,['M̩tropole du Grand Paris'],751145604,Plaisance ,plaisance 4,9456.39534883721,2,8146.802325581396,5440.030679938759,15,1,1290.0,1139.0,57.0,94.0,5.0,1281.0,193.0,931.0,18810,0,1,00851,75114,751391,7511456,H,1390.91921601971,238.114214086664,903.145355411429,249.659646521613,1088.45898893901,117.170874486118,302.460227080696,0.7825465177293129,0.08423988477304754,75114,0.004483882325297683
2022-533696,2022-05-31,1.0,75114,0.0,58.0,3.0,0,572000.0,48.825566,2.320364,2,1,75,1,0,2022,2,2022_Q2,POINT (2.320364 48.825566),5510.0,['M̩tropole du Grand Paris'],751145504,Petit Montrouge ,petit montrouge 4,9862.068965517241,5,8898.42658366398,2249.799411626673,207,10,1994.0,1584.0,196.0,214.0,50.0,1918.0,763.0,737.0,33340,1,0,00851,75114,751341,7511455,H,1993.82358911634,378.61814505348,1354.10648827167,261.09895579119,1601.36762692144,159.488044553178,392.455962194894,0.8031641493574485,0.07999105107581905,75114,0.0053401215750122745
2021-1618221,2021-05-20,1.0,75114,0.0,118.0,4.0,0,1700000.0,48.834368,2.32893,1,1,75,1,0,2021,2,2021_Q2,POINT (2.32893 48.834368),35943.0,['M̩tropole du Grand Paris'],751145303,Montparnasse ,montparnasse 3,14406.77966101695,5,11990.30459767083,3432.485710167644,107,6,1372.0,1105.0,126.0,142.0,26.0,1326.0,378.0,660.0,34410,0,0,00851,75114,751251,7511453,H,1378.77605324447,221.347596831398,963.562834890675,193.865621522393,1181.04268655987,68.4890231161022,197.7333666846,0.8565877567866781,0.049673783465369235,75114,0.0030634011134018854
2019-1521690,2019-05-29,1.0,75114,0.0,120.0,5.0,0,1170000.0,48.821625,2.334252,2,1,75,1,0,2019,2,2019_Q2,POINT (2.334252 48.821625),4462.0,['M̩tropole du Grand Paris'],751145402,Parc de Montsouris ,parc de montsouris 2,9750.0,5,9615.261981645801,2824.00013546504,228,10,2542.0,2030.0,172.0,340.0,80.0,2382.0,1064.0,869.0,36040,0,0,00851,75114,751331,7511454,H,2255.55285088552,403.050706814331,1413.54216049657,438.959983574618,1777.01922015674,198.801214944429,478.533630728777,0.7878419782799991,0.08813857536806577,75114,0.009496762768855534
2020-1440704,2020-07-16,1.0,75114,102.0,138.0,2.0,sols,1330000.0,48.82193,2.33389,0,1,75,1,0,2020,3,2020_Q3,POINT (2.33389 48.82193),4462.0,['M̩tropole du Grand Paris'],751145402,Parc de Montsouris ,parc de montsouris 2,9637.68115942029,7,9238.533215072981,2008.452350156488,228,9,2542.0,2030.0,172.0,340.0,80.0,2382.0,1064.0,869.0,36040,0,0,00851,75114,751331,7511454,H,2255.55285088552,403.050706814331,1413.54216049657,438.959983574618,1777.01922015674,198.801214944429,478.533630728777,0.7878419782799991,0.08813857536806577,75114,0.009109215529336455
2018-1408120,2018-05-02,1.0,75114,0.0,101.0,5.0,0,1320000.0,48.834582,2.317804,1,1,75,1,1,2018,2,2018_Q2,POINT (2.317804 48.834582),7691.0,['M̩tropole du Grand Paris'],751145619,Plaisance 1,plaisance 19,13069.30693069307,5,11363.780234104304,2333.8548668241488,95,4,1371.0,1166.0,130.0,75.0,25.0,1336.0,345.0,763.0,25640,0,0,00851,75114,751271,7511456,H,1584.26385268136,353.599621661626,971.209416781626,259.454814238104,1194.67498762835,166.349584617171,389.588865053009,0.7540883960751661,0.10500118672506792,75114,0.000777810884313738
2020-1441290,2020-11-03,1.0,75114,167.0,148.0,5.0,sols,2170000.0,48.829439,2.319596,0,1,75,1,0,2020,4,2020_Q4,POINT (2.319596 48.829439),16422.0,['M̩tropole du Grand Paris'],751145612,Plaisance 1,plaisance 12,14662.162162162162,11,12367.09585320641,3104.147760671402,138,8,1563.0,1301.0,114.0,148.0,11.0,1524.0,402.0,852.0,33090,0,0,00851,75114,751371,7511456,H,1230.45957781516,148.071418149916,902.132377305319,180.25578235992,1061.90570987055,62.5952150972018,168.553867944608,0.8630155179547636,0.050871411158705186,75114,0.0047852685086396795
2019-1522443,2019-09-26,1.0,75114,0.0,70.0,2.0,0,619100.0,48.826068,2.317756,2,1,75,1,0,2019,3,2019_Q3,POINT (2.317756 48.826068),35945.0,['M̩tropole du Grand Paris'],751145606,Plaisance ,plaisance 6,8844.285714285714,9,8943.346521415935,1332.800922983601,95,6,1674.0,1353.0,176.0,144.0,19.0,1618.0,418.0,877.0,27320,0,0,00851,75114,751381,7511456,H,1862.70947158263,491.66662371029,1123.47413117072,247.568716701612,1393.4200563683,143.741195397312,469.289415214323,0.7480608638256381,0.07716780184468806,75114,0.006784875162970559
2020-1440401,2020-05-15,1.0,75114,74.0,152.0,4.0,sols,2160000.0,48.836242,2.326065,1,1,75,1,1,2020,2,2020_Q2,POINT (2.326065 48.836242),13483.0,['M̩tropole du Grand Paris'],751145304,Montparnasse ,montparnasse 4,14210.526315789473,5,13060.752984223378,3273.9789875764213,108,5,1324.0,1010.0,183.0,131.0,7.0,1317.0,434.0,512.0,31020,0,0,00851,75114,751251,7511453,H,1085.66047351086,215.462537696561,748.843058365056,121.354877449244,884.17362115035,91.3192417036653,201.486852360511,0.8144108058858104,0.08411399690029503,75114,0.004093372865713205
2022-530148,2022-03-31,1.0,75115,108.0,200.0,6.0,sols,2220000.0,48.838069,2.300917,0,1,75,1,0,2022,1,2022_Q1,POINT (2.300917 48.838069),7692.0,['M̩tropole du Grand Paris'],751155723,Saint-Lambert 2,saint-lambert 23,11100.0,3,9429.02840989701,2599.6036605014383,184,8,1997.0,1592.0,194.0,212.0,9.0,1979.0,664.0,828.0,35340,0,0,00851,75115,751541,7511557,H,1772.99844924347,269.266919190103,1305.66874989811,198.062780155261,1431.76994477931,125.130867338843,341.228504464155,0.8075415663167891,0.07057584703034328,75115,0.0015004664443149548
2017-742938,2017-09-06,1.0,75115,105.0,300.0,7.0,sols,2514222.0,48.836298,2.301079,0,1,75,1,0,2017,3,2017_Q3,POINT (2.301079 48.836298),38062.0,['M̩tropole du Grand Paris'],751155722,Saint-Lambert 2,saint-lambert 22,8380.74,9,8641.571562193358,1916.2061995649015,271,15,2331.0,1910.0,136.0,285.0,23.0,2307.0,804.0,1025.0,36210,1,1,00851,75115,751541,7511557,H,2340.54428522636,437.198140149655,1528.62103390873,374.725111167977,1890.08376725308,173.367310325629,450.460517973278,0.8075402713733678,0.07407136511790556,75115,0.0032714494418407047
2017-743417,2017-10-20,1.0,75115,162.0,127.0,3.0,sols,1210000.0,48.836304,2.304797,0,1,75,1,0,2017,4,2017_Q4,POINT (2.304797 48.836304),38062.0,['M̩tropole du Grand Paris'],751155722,Saint-Lambert 2,saint-lambert 22,9527.55905511811,10,9431.209429431074,2263.4251156067157,271,14,2331.0,1910.0,136.0,285.0,23.0,2307.0,804.0,1025.0,36210,1,1,00851,75115,751541,7511557,H,2340.54428522636,437.198140149655,1528.62103390873,374.725111167977,1890.08376725308,173.367310325629,450.460517973278,0.8075402713733678,0.07407136511790556,75115,0.0050202822680131985
