id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2019-1537264,2019-02-21,1.0,75118,65.0,75.0,2.0,sols,675000.0,48.896214,2.331483,0,1,75,1,0,2019,1,2019_Q1,POINT (2.331483 48.896214),38076.0,['M̩tropole du Grand Paris'],751186924,Grandes Carri̬res 2,grandes carri̬res 24,9000.0,2,7964.7632623088575,2050.332043655017,156,12,1996.0,1734.0,40.0,222.0,47.0,1929.0,328.0,1373.0,21070,0,0,00851,75118,752291,7511869,H,2373.11362567297,430.81536403605,1473.955022024,468.343239612921,1832.8719887749,295.180730694931,540.241636898073,0.7723490223756699,0.12438541817028392,75118,0.00982704415067123
2019-1538115,2019-05-03,1.0,75118,325.0,290.0,10.0,sols,1979500.0,48.896532,2.331776,0,1,75,1,0,2019,2,2019_Q2,POINT (2.331776 48.896532),38076.0,['M̩tropole du Grand Paris'],751186924,Grandes Carri̬res 2,grandes carri̬res 24,6825.862068965517,5,8141.9513222988135,2047.7066493475481,156,6,1996.0,1734.0,40.0,222.0,47.0,1929.0,328.0,1373.0,21070,0,0,00851,75118,752291,7511869,H,2373.11362567297,430.81536403605,1473.955022024,468.343239612921,1832.8719887749,295.180730694931,540.241636898073,0.7723490223756699,0.12438541817028392,75118,0.009824685422813267
2020-1455709,2020-11-04,1.0,75118,68.0,183.0,9.0,sols,2336000.0,48.885577,2.340783,0,1,75,1,0,2020,4,2020_Q4,POINT (2.340783 48.885577),16431.0,['M̩tropole du Grand Paris'],751187005,Clignancourt ,clignancourt 5,12765.027322404372,11,11825.456575232885,4037.1747054494936,187,8,1881.0,1501.0,221.0,159.0,20.0,1838.0,610.0,827.0,29720,1,1,00851,75118,752371,7511870,H,1730.4014093398,311.360437598993,1226.79167378411,192.249297956698,1401.78926259829,189.786511946495,328.612146741515,0.810094845642269,0.10967773773306407,75118,0.0023727138002364906
2018-1423329,2018-03-05,1.0,75118,0.0,106.0,3.0,0,860000.0,48.889262,2.356411,1,1,75,1,0,2018,1,2018_Q1,POINT (2.356411 48.889262),23585.0,['M̩tropole du Grand Paris'],751187109,Goutte d'Or ,goutte d'or 9,8113.207547169812,3,7219.225590448688,2263.0599932903215,183,15,1279.0,1097.0,67.0,114.0,4.0,1268.0,436.0,646.0,17650,0,0,00851,75118,752191,7511871,H,1530.92233606059,273.46892919087,1018.57615837414,238.877248495583,1157.09983041823,238.41430895208,373.822505642359,0.7558187656963123,0.15573246489144188,75118,0.003934790845717095
2021-1583582,2021-04-30,1.0,75118,0.0,106.0,3.0,0,1020000.0,48.889262,2.356411,1,1,75,1,0,2021,2,2021_Q2,POINT (2.356411 48.889262),23585.0,['M̩tropole du Grand Paris'],751187109,Goutte d'Or ,goutte d'or 9,9622.641509433963,4,8220.67429677703,4411.381545047905,183,6,1279.0,1097.0,67.0,114.0,4.0,1268.0,436.0,646.0,17650,0,0,00851,75118,752191,7511871,H,1530.92233606059,273.46892919087,1018.57615837414,238.877248495583,1157.09983041823,238.41430895208,373.822505642359,0.7558187656963123,0.15573246489144188,75118,0.003934790845717095
2017-750828,2017-12-15,1.0,75118,0.0,39.0,2.0,0,280000.0,48.889334,2.348547,1,1,75,1,0,2017,4,2017_Q4,POINT (2.348547 48.889334),39157.0,['M̩tropole du Grand Paris'],751187016,Clignancourt 1,clignancourt 16,7179.48717948718,12,7267.8156951856745,2988.836780723677,146,10,1399.0,1264.0,31.0,104.0,6.0,1367.0,437.0,746.0,28240,0,0,00851,75118,752361,7511870,H,1822.0894910112,232.782631273214,1429.74258036687,159.564279371115,1527.21819745245,185.025541376681,294.871293558749,0.8381685998336416,0.10154580347971706,75118,0.0020112443673750684
2022-523013,2022-06-07,1.0,75118,28.0,78.0,5.0,sols,1085385.0,48.886783,2.345373,0,1,75,1,0,2022,2,2022_Q2,POINT (2.345373 48.886783),2001.0,['M̩tropole du Grand Paris'],751187007,Clignancourt ,clignancourt 7,13915.192307692309,6,12900.589625506072,2986.203470471369,73,5,1589.0,1263.0,117.0,208.0,15.0,1562.0,417.0,786.0,24460,0,0,00851,75118,752371,7511870,H,1607.16968147482,303.213887210297,1151.45596723512,152.499827029406,1202.38571576759,139.79688959706,404.783965707229,0.7481386250792263,0.08698327949341061,75118,0.0039100094034083795
2019-1544313,2019-08-08,1.0,75120,116.0,194.0,7.0,sols,1490000.0,48.872531,2.390343,0,1,75,1,0,2019,3,2019_Q3,POINT (2.390343 48.872531),11398.0,['M̩tropole du Grand Paris'],751207702,Belleville ,belleville 2,7680.412371134021,8,8970.668514628576,1667.053411268112,134,11,1633.0,1440.0,79.0,113.0,77.0,1494.0,564.0,808.0,27580,0,1,00851,75120,752671,7512077,H,1858.95761754318,391.313069047376,1215.69720671164,251.947341784162,1460.33446686934,230.288175555216,398.623150673837,0.7855663050561288,0.12388027213851573,75120,0.008729762648293773
2019-1544400,2019-08-05,1.0,75120,91.0,138.0,5.0,sols,1090000.0,48.871286,2.392133,0,1,75,1,0,2019,3,2019_Q3,POINT (2.392133 48.871286),11398.0,['M̩tropole du Grand Paris'],751207702,Belleville ,belleville 2,7898.550724637681,8,8970.668514628576,1667.053411268112,134,11,1633.0,1440.0,79.0,113.0,77.0,1494.0,564.0,808.0,27580,0,1,00851,75120,752671,7512077,H,1858.95761754318,391.313069047376,1215.69720671164,251.947341784162,1460.33446686934,230.288175555216,398.623150673837,0.7855663050561288,0.12388027213851573,75120,0.007652866714870745
2021-1584387,2021-05-27,1.0,75120,0.0,58.0,3.0,0,632000.0,48.869773,2.392298,1,1,75,1,0,2021,2,2021_Q2,POINT (2.392298 48.869773),11398.0,['M̩tropole du Grand Paris'],751207702,Belleville ,belleville 2,10896.551724137931,5,9188.911766459223,2419.431539775585,134,7,1633.0,1440.0,79.0,113.0,77.0,1494.0,564.0,808.0,27580,0,1,00851,75120,752671,7512077,H,1858.95761754318,391.313069047376,1215.69720671164,251.947341784162,1460.33446686934,230.288175555216,398.623150673837,0.7855663050561288,0.12388027213851573,75120,0.007898345346812918
2021-1623482,2021-02-05,1.0,75120,0.0,43.0,2.0,0,514000.0,48.868979,2.393462,2,1,75,1,0,2021,1,2021_Q1,POINT (2.393462 48.868979),23589.0,['M̩tropole du Grand Paris'],751207912,P̬re Lachaise 1,p̬re lachaise 12,11953.488372093023,2,10546.144313266404,2156.443382908777,165,5,1770.0,1607.0,44.0,119.0,37.0,1712.0,706.0,818.0,26510,1,3,00851,75120,752741,7512079,H,2335.07465365807,256.83426967408,1679.92885941637,398.311524567622,1858.65357838784,180.014357980568,476.42107527023,0.7959718013623759,0.07709147872362966,75120,0.006494378297075644
2022-515007,2022-01-26,1.0,75119,0.0,36.0,2.0,0,344400.0,48.884382,2.377607,2,1,75,1,0,2022,1,2022_Q1,POINT (2.377607 48.884382),1297.0,['M̩tropole du Grand Paris'],751197302,Villette ,villette 2,9566.666666666666,1,9970.774535282784,1328.463169686867,111,7,1658.0,1495.0,39.0,123.0,6.0,1622.0,223.0,1228.0,22440,0,0,00851,75119,752501,7511973,H,2413.01590624223,588.939026021419,1454.17342364188,369.903456578933,1769.66132825704,253.883014678146,643.354577985187,0.7333815428564328,0.10521398305803792,75119,0.002095291551720633
2022-516922,2022-02-28,1.0,75120,0.0,126.0,7.0,0,1105000.0,48.869931,2.405434,4,1,75,1,1,2022,1,2022_Q1,POINT (2.405434 48.869931),38083.0,['M̩tropole du Grand Paris'],751207809,Saint-Fargeau ,saint-fargeau 9,8769.84126984127,2,9049.171694588098,1249.2279189330102,116,10,2073.0,1931.0,24.0,118.0,9.0,2044.0,493.0,1393.0,27380,0,0,00851,75120,752701,7512078,H,2700.85144678839,386.899128180826,1859.77623284282,454.176085764749,2180.86675285527,246.392459483881,519.984693933122,0.8074737895890427,0.09122769776059649,75120,0.0021007140382448275
2018-1427714,2018-01-31,1.0,75120,0.0,36.0,3.0,0,251000.0,48.871479,2.387896,4,1,75,1,0,2018,1,2018_Q1,POINT (2.387896 48.871479),49188.0,['M̩tropole du Grand Paris'],751207704,Belleville ,belleville 4,6972.222222222223,1,8189.139213556938,1372.8228198930983,157,7,1429.0,1293.0,34.0,102.0,48.0,1352.0,512.0,734.0,23500,0,0,00851,75120,752661,7512077,H,1559.43474748926,190.914314160484,1154.75819505946,213.762238269314,1335.49690762665,126.74359446785,223.937839862611,0.8563980697344618,0.08127534330751014,75120,0.011388037134535053
2018-1428635,2018-04-09,1.0,75120,79.0,104.0,3.0,sols,720000.0,48.871653,2.386761,0,1,75,1,0,2018,2,2018_Q2,POINT (2.386761 48.871653),49188.0,['M̩tropole du Grand Paris'],751207704,Belleville ,belleville 4,6923.076923076923,4,7199.29245715704,1332.2968414922987,157,8,1429.0,1293.0,34.0,102.0,48.0,1352.0,512.0,734.0,23500,0,0,00851,75120,752661,7512077,H,1559.43474748926,190.914314160484,1154.75819505946,213.762238269314,1335.49690762665,126.74359446785,223.937839862611,0.8563980697344618,0.08127534330751014,75120,0.012406414432362928
2021-1589830,2021-07-27,1.0,75120,0.0,165.0,5.0,0,1470351.9,48.872271,2.393987,1,1,75,1,0,2021,3,2021_Q3,POINT (2.393987 48.872271),49187.0,['M̩tropole du Grand Paris'],751207701,Belleville ,belleville 1,8911.223636363637,7,9311.989409061784,1705.7386502341737,120,8,1386.0,1246.0,25.0,114.0,38.0,1338.0,426.0,776.0,21980,0,0,00851,75120,752671,7512077,H,1624.30416290995,199.345643613253,1122.39705224879,302.56146704791,1310.59130712215,166.336143397006,313.712855787796,0.8068632322989423,0.10240455402085152,75120,0.005562289955726184
2019-1545599,2019-11-04,1.0,75119,0.0,89.0,4.0,0,900000.0,48.874599,2.382211,1,1,75,1,0,2019,4,2019_Q4,POINT (2.382211 48.874599),14611.0,['M̩tropole du Grand Paris'],751197604,Combat ,combat 4,10112.359550561798,11,8794.747131328735,1876.9059638004258,201,12,1758.0,1516.0,94.0,148.0,37.0,1678.0,642.0,812.0,29590,0,0,00851,75119,752581,7511976,H,1984.16963849,272.559053197038,1435.91717893486,275.693406358105,1589.99886718775,251.47338444721,394.170771302252,0.8013422019690699,0.126739861133339,75119,0.002770876026876956
2019-1542261,2019-03-19,1.0,75120,112.0,90.0,4.0,sols,850000.0,48.871597,2.397725,0,1,75,1,0,2019,1,2019_Q1,POINT (2.397725 48.871597),35959.0,['M̩tropole du Grand Paris'],751207815,Saint-Fargeau 1,saint-fargeau 15,9444.444444444445,3,9128.3248001998,3645.39865351743,167,5,1841.0,1681.0,73.0,87.0,29.0,1800.0,715.0,912.0,23170,0,1,00851,75120,752681,7512078,H,2052.17909444791,261.5025605085,1420.71229601527,369.964237924143,1705.08662036722,185.929555106895,347.092474080691,0.830866382461582,0.09060103750687264,75120,0.0038939452080825306
2019-1544444,2019-08-06,1.0,75120,148.0,145.0,5.0,sols,1452500.0,48.871734,2.397547,0,1,75,1,0,2019,3,2019_Q3,POINT (2.397547 48.871734),35959.0,['M̩tropole du Grand Paris'],751207815,Saint-Fargeau 1,saint-fargeau 15,10017.241379310344,8,9405.007586417525,1888.8604148764516,167,8,1841.0,1681.0,73.0,87.0,29.0,1800.0,715.0,912.0,23170,0,1,00851,75120,752681,7512078,H,2052.17909444791,261.5025605085,1420.71229601527,369.964237924143,1705.08662036722,185.929555106895,347.092474080691,0.830866382461582,0.09060103750687264,75120,0.0038053837325012323
2018-1427747,2018-01-24,1.0,75120,91.0,90.0,2.0,sols,900000.0,48.854864,2.398744,0,1,75,1,0,2018,1,2018_Q1,POINT (2.398744 48.854864),47233.0,['M̩tropole du Grand Paris'],751208016,Charonne 1,charonne 16,10000.0,1,8581.516931253887,2213.578237291505,136,8,1615.0,1447.0,38.0,129.0,53.0,1483.0,448.0,965.0,22680,0,0,00851,75120,752831,7512080,H,1998.1701150819,380.317211741243,1315.71182150185,302.141081838812,1552.92557287593,237.751478743152,445.244542205969,0.777173855796697,0.11898460343723397,75120,0.0038711976601842942
2020-1456718,2020-01-24,1.0,75120,114.0,104.0,4.0,sols,900000.0,48.854729,2.400144,0,1,75,1,0,2020,1,2020_Q1,POINT (2.400144 48.854729),47233.0,['M̩tropole du Grand Paris'],751208016,Charonne 1,charonne 16,8653.846153846154,1,8700.279469855943,2385.4908567452244,136,10,1615.0,1447.0,38.0,129.0,53.0,1483.0,448.0,965.0,22680,0,0,00851,75120,752831,7512080,H,1998.1701150819,380.317211741243,1315.71182150185,302.141081838812,1552.92557287593,237.751478743152,445.244542205969,0.777173855796697,0.11898460343723397,75120,0.003119862580982766
2020-1459982,2020-10-19,1.0,75120,41.0,55.0,3.0,sols,490000.0,48.854555,2.400268,0,1,75,1,0,2020,4,2020_Q4,POINT (2.400268 48.854555),47233.0,['M̩tropole du Grand Paris'],751208016,Charonne 1,charonne 16,8909.09090909091,10,9500.937523056653,1643.9981838864712,136,6,1615.0,1447.0,38.0,129.0,53.0,1483.0,448.0,965.0,22680,0,0,00851,75120,752831,7512080,H,1998.1701150819,380.317211741243,1315.71182150185,302.141081838812,1552.92557287593,237.751478743152,445.244542205969,0.777173855796697,0.11898460343723397,75120,0.0029187680285027826
2018-1430013,2018-07-06,1.0,75119,62.0,90.0,4.0,sols,1067000.0,48.879751,2.394766,0,1,75,1,0,2018,3,2018_Q3,POINT (2.394766 48.879751),49185.0,['M̩tropole du Grand Paris'],751197510,Am̩rique 1,am̩rique 10,11855.555555555555,7,9369.330206830207,2489.618792511588,19,4,1260.0,1149.0,41.0,71.0,9.0,1248.0,727.0,367.0,23060,1,2,00851,75119,752611,7511975,H,1639.56437298876,250.96706473553,1055.65661853169,332.94068972154,1288.14393399627,154.388286689006,351.420438992488,0.7856623108052257,0.09416421168482197,75119,0.0030696093442512226
2019-1543105,2019-05-24,1.0,75119,0.0,99.0,4.0,0,975000.0,48.880165,2.395607,1,1,75,1,0,2019,2,2019_Q2,POINT (2.395607 48.880165),49185.0,['M̩tropole du Grand Paris'],751197510,Am̩rique 1,am̩rique 10,9848.484848484848,5,10950.246212121212,4715.35935839945,19,2,1260.0,1149.0,41.0,71.0,9.0,1248.0,727.0,367.0,23060,1,2,00851,75119,752611,7511975,H,1639.56437298876,250.96706473553,1055.65661853169,332.94068972154,1288.14393399627,154.388286689006,351.420438992488,0.7856623108052257,0.09416421168482197,75119,0.0034483919647155126
2019-1543360,2019-06-17,1.0,75119,60.0,125.0,4.0,sols,1030000.0,48.879713,2.394783,0,1,75,1,0,2019,2,2019_Q2,POINT (2.394783 48.879713),49185.0,['M̩tropole du Grand Paris'],751197510,Am̩rique 1,am̩rique 10,8240.0,6,10950.246212121212,4715.35935839945,19,2,1260.0,1149.0,41.0,71.0,9.0,1248.0,727.0,367.0,23060,1,2,00851,75119,752611,7511975,H,1639.56437298876,250.96706473553,1055.65661853169,332.94068972154,1288.14393399627,154.388286689006,351.420438992488,0.7856623108052257,0.09416421168482197,75119,0.003109194654295048
2021-1591765,2021-09-15,1.0,75119,65.0,80.0,4.0,sols,1233000.0,48.879861,2.395208,0,1,75,1,0,2021,3,2021_Q3,POINT (2.395208 48.879861),49185.0,['M̩tropole du Grand Paris'],751197510,Am̩rique 1,am̩rique 10,15412.5,9,13646.673850574713,7035.840502661526,19,2,1260.0,1149.0,41.0,71.0,9.0,1248.0,727.0,367.0,23060,1,2,00851,75119,752611,7511975,H,1639.56437298876,250.96706473553,1055.65661853169,332.94068972154,1288.14393399627,154.388286689006,351.420438992488,0.7856623108052257,0.09416421168482197,75119,0.0033097771463218768
2022-520468,2022-04-08,1.0,75119,0.0,108.0,4.0,0,1105470.0,48.880165,2.395607,1,1,75,1,0,2022,2,2022_Q2,POINT (2.395607 48.880165),49185.0,['M̩tropole du Grand Paris'],751197510,Am̩rique 1,am̩rique 10,10235.833333333334,4,10176.434578754579,3897.6398260457536,19,3,1260.0,1149.0,41.0,71.0,9.0,1248.0,727.0,367.0,23060,1,2,00851,75119,752611,7511975,H,1639.56437298876,250.96706473553,1055.65661853169,332.94068972154,1288.14393399627,154.388286689006,351.420438992488,0.7856623108052257,0.09416421168482197,75119,0.0034483919647155126
2021-1591034,2021-09-13,1.0,75120,150.0,130.0,3.0,sols,1340000.0,48.865923,2.39696,0,1,75,1,0,2021,3,2021_Q3,POINT (2.39696 48.865923),32251.0,['M̩tropole du Grand Paris'],751207913,P̬re Lachaise 1,p̬re lachaise 13,10307.692307692309,9,9595.257825381443,1807.4339182813735,126,7,1285.0,1148.0,58.0,79.0,48.0,1230.0,386.0,721.0,31360,0,0,00851,75120,752731,7512079,H,1511.33403781225,204.852884454815,1090.9934979524,215.487655405035,1295.14047051306,109.18741600437,216.193567299191,0.8569518307070332,0.07224572018666738,75120,0.0018549783776424028
2018-1427493,2018-01-18,1.0,75120,85.0,68.0,4.0,sols,780000.0,48.865719,2.407281,0,1,75,1,0,2018,1,2018_Q1,POINT (2.407281 48.865719),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,11470.588235294117,1,9503.537936913895,2337.380765872666,130,3,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.0015054662753440269
2018-1430185,2018-07-18,1.0,75120,82.0,165.0,6.0,sols,1293500.0,48.865813,2.406275,1,1,75,1,1,2018,3,2018_Q3,POINT (2.406275 48.865813),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,7839.393939393939,7,6931.4444276653585,989.2635892085508,130,5,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.002232151818808351
2018-1431873,2018-11-30,1.0,75120,94.0,110.0,3.0,sols,1325000.0,48.866675,2.408317,0,1,75,1,0,2018,4,2018_Q4,POINT (2.408317 48.866675),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,12045.454545454546,11,9130.328171159123,3400.3583749397258,130,9,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.002300650449372875
2020-1456644,2020-01-10,1.0,75120,186.0,95.0,7.0,sols,955500.0,48.86636,2.407751,0,1,75,1,0,2020,1,2020_Q1,POINT (2.407751 48.86636),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,10057.894736842105,1,9033.94636877093,1516.7613704264036,130,4,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.001979417916004333
2020-1457753,2020-05-28,1.0,75120,120.0,113.0,5.0,sols,1213000.0,48.8656,2.407027,0,1,75,1,0,2020,2,2020_Q2,POINT (2.407027 48.8656),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,10734.513274336283,5,11209.25150123576,3721.4692439074224,130,6,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.0015477503772263004
2020-1458113,2020-06-01,1.0,75120,149.0,120.0,5.0,sols,1719300.0,48.866077,2.406864,0,1,75,1,0,2020,2,2020_Q2,POINT (2.406864 48.866077),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,14327.5,6,11209.25150123576,3721.4692439074224,130,6,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.00202858120571736
2020-1459287,2020-09-17,1.0,75120,103.0,140.0,7.0,sols,1580220.0,48.866231,2.408242,0,1,75,1,0,2020,3,2020_Q3,POINT (2.408242 48.866231),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,11287.285714285714,9,10762.872900851162,2037.664411480696,130,4,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.0018505974279122456
2021-1623253,2021-01-15,1.0,75120,123.0,90.0,4.0,sols,1240000.0,48.866672,2.407841,0,1,75,1,0,2021,1,2021_Q1,POINT (2.407841 48.866672),32249.0,['M̩tropole du Grand Paris'],751207802,Saint-Fargeau ,saint-fargeau 2,13777.777777777777,1,11339.099080723952,5333.261257159176,130,6,1967.0,1811.0,43.0,112.0,193.0,1758.0,675.0,1057.0,26420,0,0,00851,75120,752721,7512078,H,2579.56168579359,411.439784112672,1736.54815753855,431.573744142366,2070.69388050733,282.213827105783,508.86780528626,0.802730902661198,0.10940379083005385,75120,0.002281244516969176
2018-1432194,2018-12-14,1.0,75120,0.0,350.0,5.0,0,3463300.0,48.856925,2.395035,5,1,75,1,0,2018,4,2018_Q4,POINT (2.395035 48.856925),11400.0,['M̩tropole du Grand Paris'],751207905,P̬re Lachaise ,p̬re lachaise 5,9895.142857142857,12,9114.10358376804,1982.552729364841,294,13,3330.0,3164.0,85.0,81.0,99.0,3187.0,969.0,2083.0,27950,1,2,00851,75120,752761,7512079,H,4138.06434106562,648.920260389365,2761.59717527008,727.546905406176,3205.88236154346,399.152085788673,932.181979522155,0.7747299455275971,0.09645864657722666,75120,0.000751908835135645
2021-1588935,2021-07-16,1.0,75120,64.0,100.0,4.0,sols,850000.0,48.857487,2.397186,0,1,75,1,0,2021,3,2021_Q3,POINT (2.397186 48.857487),11400.0,['M̩tropole du Grand Paris'],751207905,P̬re Lachaise ,p̬re lachaise 5,8500.0,7,9478.260234518359,2179.2099853979225,294,16,3330.0,3164.0,85.0,81.0,99.0,3187.0,969.0,2083.0,27950,1,2,00851,75120,752761,7512079,H,4138.06434106562,648.920260389365,2761.59717527008,727.546905406176,3205.88236154346,399.152085788673,932.181979522155,0.7747299455275971,0.09645864657722666,75120,0.002558517473921358
2022-518138,2022-03-10,1.0,75120,52.0,54.0,4.0,sols,552000.0,48.858929,2.400759,0,1,75,1,0,2022,1,2022_Q1,POINT (2.400759 48.858929),11400.0,['M̩tropole du Grand Paris'],751207905,P̬re Lachaise ,p̬re lachaise 5,10222.222222222223,3,10305.175863013257,1928.6322992417156,294,15,3330.0,3164.0,85.0,81.0,99.0,3187.0,969.0,2083.0,27950,1,2,00851,75120,752761,7512079,H,4138.06434106562,648.920260389365,2761.59717527008,727.546905406176,3205.88236154346,399.152085788673,932.181979522155,0.7747299455275971,0.09645864657722666,75120,0.006336666986634935
2017-752380,2017-10-03,1.0,75120,0.0,88.0,4.0,0,616000.0,48.852708,2.407111,2,1,75,1,0,2017,4,2017_Q4,POINT (2.407111 48.852708),41477.0,['M̩tropole du Grand Paris'],751208007,Charonne ,charonne 7,7000.0,10,6685.117713388568,1662.8426318887996,142,8,1693.0,1602.0,9.0,81.0,6.0,1687.0,271.0,1295.0,20560,0,1,00851,75120,752851,7512080,H,2715.3554393114,632.028635645849,1535.49260532541,547.834198340137,1949.63606211928,378.749171623793,765.71937719212,0.7180039982587685,0.13948419648509877,75120,0.0008814101471170254
2021-1623951,2021-03-18,1.0,75120,77.0,157.0,7.0,sols,1600000.0,48.867337,2.406646,0,1,75,1,0,2021,1,2021_Q1,POINT (2.406646 48.867337),39166.0,['M̩tropole du Grand Paris'],751207805,Saint-Fargeau ,saint-fargeau 5,10191.082802547771,3,9095.765397639958,2377.9409404421963,200,10,1871.0,1657.0,82.0,132.0,84.0,1777.0,862.0,742.0,28110,0,0,00851,75120,752721,7512078,H,2110.13884768908,287.117432459075,1338.60433886569,484.41707636432,1709.09808206272,231.687031257086,401.040765626367,0.809945792872559,0.10979705506621908,75120,0.0032374226193359525
2021-1597697,2021-12-21,1.0,75120,0.0,60.0,4.0,0,592000.0,48.87297,2.398866,1,1,75,1,0,2021,4,2021_Q4,POINT (2.398866 48.87297),49189.0,['M̩tropole du Grand Paris'],751207816,Saint-Fargeau 1,saint-fargeau 16,9866.666666666666,12,10678.540963635294,3137.0006363666116,163,7,1894.0,1728.0,84.0,82.0,3.0,1883.0,793.0,887.0,26400,1,3,00851,75120,752681,7512078,H,2198.37661446334,319.296537042688,1490.80307161181,388.277005808843,1840.93516380769,254.291017116158,357.441450655651,0.8374066352853251,0.11567218075517721,75120,0.002439297455734246
2018-1430009,2018-07-17,1.0,75120,0.0,162.0,7.0,0,1067000.0,48.872822,2.401146,2,1,75,1,1,2018,3,2018_Q3,POINT (2.401146 48.872822),34723.0,['M̩tropole du Grand Paris'],751207813,Saint-Fargeau 1,saint-fargeau 13,6586.419753086419,7,6570.997663703217,886.264379443775,59,5,1254.0,1172.0,29.0,53.0,0.0,1237.0,279.0,877.0,19550,0,0,00851,75120,752691,7512078,H,1530.36378078983,232.027461422306,1000.03599341856,298.300325948961,1147.93485255998,240.469937078802,382.428928229845,0.7501058682710878,0.15713253286397957,75120,0.0036257614700314984
2018-1430736,2018-09-14,1.0,75120,148.0,180.0,7.0,sols,1580000.0,48.867729,2.404196,0,1,75,1,0,2018,3,2018_Q3,POINT (2.404196 48.867729),16436.0,['M̩tropole du Grand Paris'],751207806,Saint-Fargeau ,saint-fargeau 6,8777.777777777777,9,8459.541209621302,1138.3056150204889,149,10,2374.0,2150.0,77.0,146.0,80.0,2190.0,603.0,1467.0,25170,1,0,00851,75120,752721,7512078,H,2908.67186993819,450.908240702527,2007.67124762566,450.092381610002,2413.89489501343,372.514794594187,494.776974924759,0.8298959122758408,0.12807040850644422,75120,0.0029519288701637266
